Rank Overall,Rank PAX,Driver Name,Car Number,Codriver Car Number,Class,Class Position,Car Year,Car Model,Total Time,PAX Factor,PAX Time,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6
628,370,Cindy Duncan,142,[42],FSL,1,2016,Ford Mustang GT,137.557,0.797,109.633,74.264(1),73.410,72.862,64.955,64.860,64.695
847,610,Kellie Knop,94,,FSL,2,2007,Ford Shelby GT,141.978,0.797,113.156,85.530,76.293,76.021,67.335,66.772,65.957
1278,1190,Jessica Smith,42,[142],FSL,3,2016,Ford Mustang,155.204,0.797,123.698,95.736,83.696,83.160,73.022,72.044,72.050(1)
882,561,Lance Keeley,12,[112],GS,1,2018,Honda Civic Si,142.874,0.786,112.299,80.253,83.920,79.854,64.989,64.297,63.020
903,588,Kenneth Tsang,125,[25],GS,2,2016,Volkswagon GTI,143.467,0.786,112.765,85.059,82.342,80.157,64.155,63.310,63.536
935,619,Elias Roman,132,[32],GS,3,2016,Volkswagen GTI,144.088,0.786,113.253,85.376,84.562,79.836,66.865(1),64.252,64.509
953,636,Brad McCann,43,,GS,4,2010,Hyundai Genesis Coupe,144.331,0.786,113.444,83.321,86.995(3),80.250,64.635,66.976(1),64.081
983,667,Dan Cochran,83,,GS,5,2014,Ford Focus ST,145.099,0.786,114.048,91.371(3),84.265,80.255,76.305(1),65.479,64.844
993,676,Kaustav Acharya,190,[90],GS,6,2016,Ford SandwichTransit,145.227,0.786,114.148,89.308(2),86.152,80.363,67.628(1),65.413,64.864
995,677,Brian Anthony,84,,GS,7,2014,Ford Focus ST,145.235,0.786,114.155,82.863,82.044,80.773,65.505,64.462,64.626
996,680,John Azevedo,178,[78],GS,8,2016,Volkswagen GTi,145.288,0.786,114.196,87.860(2),82.928,82.066(1),65.364,63.761,63.222
1002,684,Andy Thomas,62,[162],GS,9,2003,Toyota Celica,145.352,0.786,114.247,83.221,82.089,80.172,65.802,65.180,65.618
1010,692,Sam Karp,112,[12],GS,10,2018,Honda Civic Si,145.600,0.786,114.442,91.387(2),84.682,81.027,65.300,64.573,64.644
1019,700,Patrice Bousquet,78,[178],GS,11,2016,Volkswagen GTI,145.777,0.786,114.581,83.983,83.667,81.422,DNF,64.760,64.355
1053,727,William Keese,28,,GS,12,2013,Ford Focus ST,146.491,0.786,115.142,82.634,83.320,DNF,64.197,63.857,64.137
1055,728,Jen Wong,25,[125],GS,13,2016,Volkswagen Golf GTI,146.535,0.786,115.177,84.063,85.321(1),81.559,68.409(2),64.976,65.943
1060,736,Joshua Melani,22,,GS,14,2018,Honda Civic Si,146.689,0.786,115.298,85.046(1),82.785,DNF,64.262,63.904,67.786(2)
1061,737,Josh McDonough,52,,GS,15,2013,Ford Focus ST,146.695,0.786,115.302,91.711,88.488,82.855,64.999,63.840,64.149
1066,746,Joe Blaha,92,,GS,16,2014,Ford Focus ST,146.927,0.786,115.485,87.931,87.110,81.991,DNF,64.936,65.232
1075,760,Alex Bronson,6,[106],GS,17,2016,Ford Focus ST,147.198,0.786,115.698,DNF,85.189,82.191,66.298,66.211,65.007
1080,771,Nikhil Juturu,42,[142],GS,18,2017,Volkswagen GTI,147.365,0.786,115.829,85.197,84.435,81.796,66.716,72.052(3),65.569
1082,774,Tim Reinhardt,88,,GS,19,2017,Volkswagen GTI,147.423,0.786,115.874,89.075(2),88.403,82.689,64.734,68.395(2),DNF
1086,778,Des Toups,116,[16],GS,20,2018,Honda Civic Si,147.459,0.786,115.903,90.360,88.719,83.027,65.909(1),64.477,64.432
1096,791,Aditya Madhavan,142,[42],GS,21,2017,Volkswagen GTI,147.768,0.786,116.146,86.630(2),87.215(2),83.153(1),67.405(1),64.684,64.615
1109,807,Brian Ksicinski,134,[34],GS,22,2017,Volkswagen GTI,148.034,0.786,116.355,91.741(2),87.089,83.023(1),65.934,65.719,65.011
1111,808,Peter Lindberg,198,[98],GS,23,2017,Ford Focus,148.048,0.786,116.366,86.897,89.433(1),82.790,66.951(1),65.422,65.258
1120,831,Michael Bullis,73,,GS,24,2008,Volkswagen GTI,148.366,0.786,116.616,88.670,86.439,82.002,DNF,67.640,66.364
1131,841,Derek Romero,90,[190],GS,25,2016,Ford Focus ST,148.528,0.786,116.743,88.128,86.317,83.725,67.436,65.298,64.803
1134,847,Stephen Hui,16,[116],GS,26,2017,Honda Civic Si,148.619,0.786,116.815,86.227,89.544,84.865,64.464,63.810,63.754
1142,858,Ryan Colliflower,162,[62],GS,27,2003,Toyota Celica,148.801,0.786,116.958,88.869,84.162,81.683,68.053,67.377,67.118
1158,889,Bob Smith,91,,GS,28,2018,Honda Civic Si Coupe,149.320,0.786,117.366,95.150,93.268,84.145,65.175,69.568(2),65.563
1161,894,Richard Verret,194,[94],GS,29,2017,Honda Civic Si,149.394,0.786,117.424,96.159,91.736,84.097,65.614,65.506,65.297
1173,933,Mike Bronson,106,[6],GS,30,2016,Ford Focus ST,150.026,0.786,117.920,92.125,85.868,85.007(1),65.528,65.019,65.088
1178,942,Andrew Furlong,70,,GS,31,2018,Honda Civic Si,150.267,0.786,118.110,91.839,88.653,84.613,67.400(1),65.654,66.301
1180,948,Ryan Thompson,34,[134],GS,32,2017,Volkswagen GTI,150.353,0.786,118.177,87.415,86.475,84.529,66.749,65.952,65.824
1187,963,Aaron Hall,95,,GS,33,2017,Volkswagen GTI,150.619,0.786,118.387,92.073(1),90.091,85.423,65.202,65.196,65.224
1197,994,Yongzhe Wen,41,,GS,34,2013,Ford Focus ST,151.126,0.786,118.785,86.321,88.029(1),83.994,69.760(1),67.132,67.906(1)
1215,1030,Thomas Simon,9,,GS,35,2014,Ford Focus ST,151.896,0.786,119.390,90.588,89.134,85.067,68.485,67.305,66.829
1216,1037,Todd Forno,32,[132],GS,36,2016,Volkswagen GTI,152.017,0.786,119.485,89.405,86.201,89.965(3),66.462,65.816,66.314
1230,1060,Brad Fiore,74,,GS,37,2017,Volkswagen GTI,152.739,0.786,120.053,86.754,89.206,DNF,70.015(2),66.355,65.985
1231,1061,Keith Koegler,97,,GS,38,2015,Ford Focus ST,152.785,0.786,120.089,91.365,89.511,87.511(2),69.085(1),65.474,65.274
1238,1075,Steve Garnjobst,75,,GS,39,2016,Volkswagen GTI,153.158,0.786,120.382,DNF,96.878,86.326,68.242,67.086,66.832
1245,1084,Matt Wolfe,144,[44],GS,40,2016,Ford Focus,153.437,0.786,120.601,90.760,92.491(2),86.213,67.224,DNF,68.024(1)
1248,1088,Andre Downey,23,,GS,41,2017,Volkswagen GTI,153.609,0.786,120.737,90.498,DNF,87.036,67.641,66.573,67.453
1252,1094,Frank Rogerson,98,[198],GS,42,2017,Ford Focus ST,153.759,0.786,120.855,DNF,90.359(1),86.610,68.453,67.149,69.405(2)
1273,1118,Brett Ringler,26,,GS,43,2016,Ford Focus ST,154.735,0.786,121.622,94.661,93.438(1),86.276,69.747,71.034(1),68.459
1281,1136,Chris Sun,94,[194],GS,44,2017,Honda Civic Si,155.372,0.786,122.122,97.432(1),93.694,88.712,66.660,DNF,70.800(2)
1294,1181,John Emerson,44,[144],GS,45,2016,Ford Focus ST,156.919,0.786,123.338,94.873,DNF,89.203(1),DNF,68.233,67.716
1296,1189,Chris Wooster,17,,GS,46,2012,Mazda Speed 3,157.272,0.786,123.616,92.774,89.703,92.290(2),70.881,68.376,67.569
1317,1231,Phillip Osborne,96,,GS,47,2017,Ford Focus,160.198,0.786,125.916,92.866,91.527,DNF,DNF,68.671,DNF
1328,1276,James Arthur,99,,GS,48,2017,Ford Fusion Sport,164.125,0.786,129.002,DNF,95.514(3),91.195(2),DNF,DNF,72.930(1)
891,575,Barbara Seeger,71,,GSL,1,2018,Honda Civic Si,143.226,0.786,112.576,77.653,77.585,82.837(1),66.908,66.657,65.641
1011,693,Kristen Acharya,194,[94],GSL,2,2016,Ford SandwichTransit,145.617,0.786,114.455,79.071,79.886,80.529,67.754,66.845,66.546
1272,1113,Kellyn Bricker,94,[194],GSL,3,2016,Ford SandwichTransit,154.602,0.786,121.517,DNF,85.299,85.847,71.637,70.013,69.303
1312,1223,Melanie Dorsey,76,,GSL,4,2014,Ford Focus ST,159.585,0.786,125.434,DNF,91.424,DNF,70.853(1),68.161,68.556(1)
485,74,Mike King,99,,HS,1,2016,Ford Fiesta ST,135.357,0.781,105.714,64.492,64.568,63.779,72.445,71.964,71.578
542,114,Cameron Goode,85,,HS,2,2010,Honda Accord,136.370,0.781,106.505,66.683(1),64.563,64.636,77.220(2),72.353,71.807
543,115,Nik Finn,189,[89],HS,3,2017,Honda Civic Hatchback,136.379,0.781,106.512,66.685(1),64.315,68.394(2),73.953(1),72.200,72.064
547,122,Greg Reno,36,,HS,4,2010,Mini Cooper,136.424,0.781,106.547,64.401,64.339,64.169,72.481,72.255,73.758(1)
565,135,Peter Ling,8,,HS,5,2014,Ford Fiesta ST,136.637,0.781,106.713,65.683,65.120,64.554,72.083,73.065,72.579
598,158,Preston Jordan,194,[94],HS,6,2007,Honda Civic Si,137.112,0.781,107.084,65.174,64.875,64.998,72.450,72.627,72.237
601,163,Russell Blume,197,[97],HS,7,2012,Mini Cooper,137.184,0.781,107.141,64.827,64.938,66.564(1),72.372,72.357,74.019(1)
605,168,David O Maley,112,[12],HS,8,2008,Honda Civic SI,137.260,0.781,107.200,66.308(1),65.143,64.986,74.101,72.451,72.274
633,184,Sam Dougherty,12,[112],HS,9,2008,Honda Civic Si,137.630,0.781,107.489,64.885,70.542(3),65.907,77.493(1),76.289(1),72.745
664,219,Jason Tipple,174,[74],HS,10,2018,Honda Realspeed Civic,138.334,0.781,108.039,68.534(2),65.417,68.544(2),74.475,73.847,72.917
699,249,Josh Brockman,89,[189],HS,11,2017,Honda Civic,138.806,0.781,108.407,DNF,67.860(1),65.334,73.472,75.470(1),73.541
705,265,Justin Tilus,94,[194],HS,12,2007,Honda Civic Si,138.928,0.781,108.503,66.091,66.850(1),65.179,76.318(1),74.653,73.749
710,269,Brandon Hagaman,114,[14],HS,13,2017,Ford Fiesta ST,139.040,0.781,108.590,65.694,65.371,65.656,75.412,74.143,73.669
724,283,Daniel Marx,127,[27],HS,14,2015,Ford Fiesta ST,139.230,0.781,108.739,DNF,65.688,65.742,74.503,DNF,73.542
728,294,James Harnish,60,,HS,15,1988,Honda CRX Si,139.330,0.781,108.817,66.791,66.135,66.029,75.594,73.301,73.432
756,343,Roy Handoko,87,,HS,16,2015,Ford Fiesta ST,139.943,0.781,109.295,65.910,67.190,65.704,75.274,74.239,77.118(1)
762,352,Tim Sholar,26,,HS,17,2015,Ford Fiesta ST,140.108,0.781,109.424,66.057,65.168,65.555,76.277(1),DNF,74.940
775,375,Jason Fair,80,,HS,18,2015,Ford Fiesta ST,140.481,0.781,109.716,67.011(1),73.709,65.630,74.851,77.480(2),75.429(1)
776,379,Paul Crane,97,[197],HS,19,2012,Mini Cooper,140.518,0.781,109.745,71.503(2),66.465,77.944(1),75.906(1),74.053,82.651(4)
784,388,Ted Descovich,11,,HS,20,2015,Ford Fiesta ST,140.660,0.781,109.855,66.860,68.131(1),66.375,75.918,74.285,74.425
792,396,Kia Gharib,27,[127],HS,21,2015,Ford Fiesta ST,140.780,0.781,109.949,67.236,65.925,66.490,DNF,76.016(1),74.855
801,409,Zach Taulbee,14,[114],HS,22,2017,Ford Fiesta ST,140.972,0.781,110.099,66.705,66.490,66.069,80.204(2),75.366,74.903
819,437,Andrew Harrison,9,,HS,23,2012,Honda Civic Si,141.362,0.781,110.404,68.332,69.218,66.931,74.917,74.431,76.249(1)
841,468,Todd Freeman,91,,HS,24,2015,Ford Fiesta ST,141.872,0.781,110.802,67.532(1),65.814,65.880,76.058,78.655(1),76.385
865,500,Eric Fredricks,84,,HS,25,2015,Fiat 500 Abarth,142.451,0.781,111.254,68.080,67.686,71.272(2),77.650(1),76.036(1),74.765
926,568,Ed George,74,[174],HS,26,2018,Honda Realspeed Civic,143.946,0.781,112.422,73.230(2),67.898,67.575,DNF,76.371,78.814(1)
818,436,Laney Blume,97,,HSL,1,2012,Mini Cooper,141.357,0.781,110.400,67.330,67.209,66.826,74.531,80.041(1),82.120
829,451,Laura Harbour,99,,HSL,2,2006,Honda Civic Sigh,141.648,0.781,110.627,69.598(1),67.433,66.673,74.975,76.514,77.211
887,535,Elisabeth Flannagan,24,,HSL,3,2008,Honda Civic Si,143.143,0.781,111.795,68.392(1),66.074,68.898(1),77.069,78.347,78.633
949,582,Vanessa Lau,77,,HSL,4,2017,Ford Fiesta ST,144.318,0.781,112.712,70.063(1),69.261(1),67.937,76.381,82.512(1),80.057
1032,672,Ashley Dougherty,21,,HSL,5,,Honda Civic Si,146.107,0.781,114.110,70.695(1),68.861,68.832,79.964(1),77.275,83.834(1)
1107,753,Gwen Habenicht,36,,HSL,6,2010,Mini Cooper,147.984,0.781,115.576,70.191,68.564,68.615,79.420,DNF,83.942
1292,1150,Suze Morrison,13,,HSL,7,1995,Honda Del Sol VTEC,156.837,0.781,122.490,72.979,DNF,86.546,83.858,93.082,DNF
314,124,Adam Benaway,69,,SSC,1,2013,Scion FR-S,132.220,0.806,106.569,69.721,69.543,71.348(1),63.158,62.677,64.747(1)
375,195,Matt McCabe,51,[151],SSC,2,2013,Scion FR-S,133.516,0.806,107.614,70.003,72.012(1),70.870,64.102,63.513,63.534
388,204,Kevin Dietz,111,[11],SSC,3,2016,Scion FR-S,133.734,0.806,107.790,70.367,70.181,71.749(1),65.578(1),63.992,63.553
394,211,Kinch Reindl,191,[91],SSC,4,2014,Subaru BRZ,133.845,0.806,107.879,70.984,72.500(1),71.249,63.489,63.678,62.861
405,220,Tyler Kvetko,76,,SSC,5,2015,Subaru BRZ,134.121,0.806,108.102,70.598,70.453,72.886(1),63.884,63.668,63.679
412,224,Mike Lawson,172,[72],SSC,6,2016,Scion FR-S,134.171,0.806,108.142,71.765,70.926,70.475,63.696,63.768,63.836
420,235,Chris Hammond,196,[96],SSC,7,2016,Scion FR-S,134.304,0.806,108.249,71.121,73.085(1),71.034,63.455,64.344,63.270
431,250,Eric Koehler,98,[198],SSC,8,2014,Scion FR-S,134.504,0.806,108.410,70.712,72.456(1),71.179,63.865,63.926,63.792
437,254,David Lousteau,199,[99],SSC,9,2013,Scion FR-S,134.543,0.806,108.442,70.770,70.846,70.790,64.060,64.234,63.773
438,255,Tony Savini,132,[32],SSC,10,2016,Subaru BRZ,134.546,0.806,108.444,71.023,71.188,71.526,64.124,63.523,65.594(1)
441,258,Mike Simanyi,83,[183],SSC,11,2013,Scion FR-S,134.595,0.806,108.484,71.161,70.830,75.289(2),66.051,63.946,63.765
442,264,Brad Moore,90,[190],SSC,12,2013,Scion FRZ?,134.614,0.806,108.499,72.840(1),71.649,71.485,65.829(1),64.066,63.129
449,270,Chris Levitz,195,[95],SSC,13,2013,Scion FR-S,134.741,0.806,108.601,70.911,76.829(3),74.815(2),64.224,63.830,65.873(1)
452,276,Thomas Sotiropoulos,96,[196],SSC,14,2016,Scion FR-S,134.791,0.806,108.642,71.225,71.678,70.825,66.084(1),67.935(2),63.966
455,280,Steven Duckworth,62,[162],SSC,15,2013,Scion FR-S,134.877,0.806,108.711,71.362,72.647,72.273,64.793,63.515,63.756
457,282,Glen Hernandez,168,[68],SSC,16,2016,Subaru BRZ,134.904,0.806,108.733,71.122,70.597,70.883,64.623,64.307,64.371
458,288,Keith Casey,66,[166],SSC,17,2014,Subaru BRZ,134.952,0.806,108.771,71.358,70.841,76.442,67.017(1),64.111,64.680
466,303,Kevin Buchholz,48,,SSC,18,2013,Scion FR-S,135.105,0.806,108.895,73.884(1),71.296,71.560,64.703,63.809,64.847
471,304,Johnathan Lawson,72,[172],SSC,19,2016,Scion FR-S,135.136,0.806,108.920,71.220,73.482(1),71.256,64.914,63.916,63.963
473,305,Adam Locsi,84,[184],SSC,20,2013,Scion FR-S,135.147,0.806,108.928,71.786,71.431,76.233(2),63.718,64.554,63.716
480,310,Peter Jaworski,52,,SSC,21,2015,Scion FR-S,135.231,0.806,108.996,77.766(3),71.371,DNF,64.465,63.860,64.107
481,313,Jaik Ortiz,27,[127],SSC,22,2013,Scion FR-S,135.258,0.806,109.018,73.572(1),73.567(1),71.532,65.379,64.662,63.726
486,320,Dave Potocki,179,[79],SSC,23,2013,Scion FR-S,135.366,0.806,109.105,73.226(1),71.823,71.285,64.427,64.081,64.548
489,323,Richard Max Hayter,183,[83],SSC,24,2013,Scion FR-S,135.390,0.806,109.124,71.432,71.692,71.814,64.524,64.363,63.958
490,324,Matt Hugenschmidt,162,[62],SSC,25,2013,Scion FR-S,135.398,0.806,109.131,73.284(1),72.817,71.485,67.011(1),66.503(1),63.913
492,325,Steven Berrodin,193,[93],SSC,26,2013,Subaru BRZ,135.409,0.806,109.140,72.886(1),71.355,71.062,65.948(1),64.347,64.526
501,339,Brian Levesque,166,[66],SSC,27,2014,Subaru BRZ,135.556,0.806,109.258,71.518,71.759,71.583,65.909(1),64.038,64.490
502,341,Suraj Pradhan,87,,SSC,28,2016,Scion FR-S,135.582,0.806,109.279,73.632(1),71.716,72.083,64.142,64.659,63.866
519,365,David Spratte,97,,SSC,29,2016,Scion FR-S,135.955,0.806,109.580,74.064(1),72.953,71.403,67.552(1),64.709,64.552
520,368,Jeff Jacobs,32,[132],SSC,30,2016,Subaru BRZ,135.998,0.806,109.614,72.447,72.266,71.799,65.448,64.199,64.385
523,372,Greg Meier,198,[98],SSC,31,2015,Scion FR-S,136.084,0.806,109.684,73.908(1),71.869,80.094(1),64.215,64.375,66.530(1)
536,385,Tom Zickuhr,94,,SSC,32,2014,Scion FR-S,136.276,0.806,109.838,73.812,DNF,71.049,65.437,66.404,65.227
539,392,Nicholas Bedell,92,[192],SSC,33,2016,Scion FR-S,136.336,0.806,109.887,72.522(1),71.855,72.283,65.385,64.481,68.286(2)
549,398,Karl Rickert,38,,SSC,34,2013,Scion FR-S,136.441,0.806,109.971,71.725,71.470,72.759,66.747(1),69.039(2),64.971
555,403,Michael Potocki,79,[179],SSC,35,2013,Scion FR-S,136.553,0.806,110.062,71.826,71.845,72.420,65.243,66.247(1),64.727
557,404,Pablo Laight,127,[27],SSC,36,2013,Scion FR-S,136.563,0.806,110.070,73.683,DNF,72.515,66.509,64.879,64.048
559,405,Daniel Berge,182,[82],SSC,37,2015,Scion FR-S,136.569,0.806,110.075,79.801(4),72.123,72.511,65.960(1),66.259(1),64.446
562,412,Michael Kopec,61,,SSC,38,2013,Scion FR-S,136.629,0.806,110.123,77.116(2),74.242(1),72.190,65.098,64.439,64.773
566,413,G H Sharp,64,[164],SSC,39,2014,Scion FR-S,136.644,0.806,110.135,72.633,72.083,73.911(1),65.912,66.422(1),64.561
577,425,Daniel Fryer,175,[75],SSC,40,2013,Scion FR-S,136.861,0.806,110.310,72.404,73.262(1),72.317,65.875,64.544,64.941
578,426,Bernie Kaeferlein,192,[92],SSC,41,2016,Scion FR-S,136.862,0.806,110.311,71.877,72.483,72.637,64.985,66.795(1),66.719(1)
579,428,Jonathan Shreiner,184,[84],SSC,42,2013,Scion FR-S,136.890,0.806,110.333,72.524,77.941(2),73.791,64.366,64.697,65.142
582,434,Stephen Rife,89,,SSC,43,2016,Scion FR-S,136.957,0.806,110.387,75.299(2),72.450,81.542,65.501,66.414(1),64.507
589,441,Nathan Witt,34,,SSC,44,2013,Scion FR-S,137.023,0.806,110.441,72.641,73.978(1),72.424,67.169(1),64.599,64.819
608,455,Myles Goertz,88,,SSC,45,2014,Scion FR-S,137.276,0.806,110.644,72.890,73.136,73.750,64.674,64.386,64.471
610,458,Sir Van Townsend,91,[191],SSC,46,2014,Subaru BRZ,137.326,0.806,110.685,74.012(1),73.405,71.977,68.727(1),65.965,65.349
613,461,Ed Runnion,116,[16],SSC,47,2016,Scion FR-S,137.381,0.806,110.729,73.344,72.541,73.829,66.097,64.974,64.840
621,470,Dan Costello,151,[51],SSC,48,2013,Scion FR-S,137.492,0.806,110.819,72.336,73.245(1),72.901(1),69.749(1),65.156,70.590
626,473,Ricardo Quinonez,65,[165],SSC,49,2013,Scion FR-S,137.545,0.806,110.861,72.211,74.797(1),74.668(1),65.642,65.334,67.068(1)
646,495,Layton Cater,99,[199],SSC,50,2013,Scion FR-S,137.969,0.806,111.203,72.605,DNF,74.461(1),68.040(1),DNF,65.364
647,501,Karl Shultz,164,[64],SSC,51,2014,Scion FR-S,138.033,0.806,111.255,76.000(1),72.546,72.879,66.629,69.079(2),65.487
649,502,Charlie Davis,16,[116],SSC,52,2016,Toyota FR-S,138.108,0.806,111.315,72.686,74.574(1),73.321,65.422,67.135(1),66.076
651,503,Jason Vehige,75,[175],SSC,53,2013,Scion FR-S,138.129,0.806,111.332,72.934,73.104,74.511,66.433,65.398,65.195
652,504,Ruben Manrique,190,[90],SSC,54,2013,Scion FR-S,138.133,0.806,111.335,DNF,72.982,76.087(2),65.977,65.151,65.596
677,530,Sean ONeill,80,,SSC,55,2016,Scion FR-S,138.632,0.806,111.737,73.555,72.988,79.021(2),72.458,65.644,65.822
680,532,Sang Yi,93,[193],SSC,56,2013,Subaru BRZ,138.643,0.806,111.746,74.672,72.927,74.879(1),68.494(1),65.716,80.849(1)
684,534,Jay Yost,86,[186],SSC,57,2014,Subaru BRZ,138.685,0.806,111.780,73.885,73.725,73.071,66.598,65.614,65.890
687,537,Kurt Wong,165,[65],SSC,58,2013,Scion FR-S,138.711,0.806,111.801,73.621,75.148(1),74.874(1),66.604,65.343,65.090
702,541,Larry LeStarge,85,,SSC,59,2016,Scion FR-S,138.887,0.806,111.943,74.083,89.983(1),74.016,DNF,65.253,64.871
736,567,Steve Meschke,82,[182],SSC,60,2015,Scion FR-S,139.464,0.806,112.408,73.815,77.112(2),73.919,66.955,66.062,65.649
755,586,Rick Levitz,95,[195],SSC,61,2013,Scion FR-S,139.896,0.806,112.756,74.256,DNF,76.992(1),68.213(1),65.640,66.080
773,613,Michael Roberts,35,,SSC,62,2013,Scion FR-S,140.440,0.806,113.195,75.043,74.688,74.450,65.990,66.280,67.704
822,668,Robert Chrismas,39,,SSC,63,2014,Scion FR-S,141.502,0.806,114.051,77.786(1),74.473,74.956,67.029,67.254,67.448
853,699,Carol Wong,68,[168],SSC,64,2016,Subaru BRZ,142.148,0.806,114.571,79.040(4),84.170(6),74.429(1),69.453(2),67.719(1),69.569(2)
908,761,Deanne Carter,11,[111],SSC,65,2016,Scion FR-S,143.574,0.806,115.721,,80.001(1),75.740,70.382(1),67.834,67.984
497,333,Jennifer Bedell,184,[84],SSCL,1,2016,Scion FR-S,135.508,0.806,109.219,73.831(1),72.320,74.131(1),65.541,63.713,63.188
540,393,Teddie Alexandrova,89,,SSCL,2,2016,Scion FR-S,136.340,0.806,109.890,71.744,72.388,71.742,67.440(1),64.598,64.745
653,505,Megan Solinsky,98,,SSCL,3,2014,Scion FR-S,138.146,0.806,111.346,73.636,73.210,72.717,66.247,65.727,65.429
712,553,Chris Peterson,84,[184],SSCL,4,2016,Scion FR-S,139.099,0.806,112.114,73.025,73.977(1),73.913(1),70.713(2),66.074(1),70.268
744,570,Tonda Lawson,72,,SSCL,5,2016,Scion FR-S,139.611,0.806,112.526,74.285,75.027,73.930,67.956,65.681,66.631
793,640,Jamie Yost,188,[88],SSCL,6,2014,Subaru BRZ,140.796,0.806,113.482,76.115(1),75.046,74.406,67.849,66.390,68.013(1)
861,709,Bailey Costello,51,,SSCL,7,2013,Scion FR-S,142.420,0.806,114.791,DNF,75.817,75.618,70.006,67.970,66.802
938,796,Jody Bedell,86,,SSCL,8,2015,Scion FR-S,144.156,0.806,116.190,80.887(1),78.302,77.177,71.589(1),68.061,66.979
961,818,Emily Brown,48,,SSCL,9,2013,Scion FR-S,144.455,0.806,116.431,79.485(2),DNF,77.127,69.239(1),69.847(1),67.328
978,840,Alex Ortiz,71,,SSCL,10,2013,Scion FR-S,144.836,0.806,116.738,82.104(2),79.306,77.136,69.646,67.700,69.737
1040,931,Lori Gill,88,[188],SSCL,11,2014,Subaru BRZ,146.261,0.806,117.886,80.127(1),78.595,81.174(2),68.734,67.666,67.980
72,10,Bryan Heitkotter,92,[192],SSR,1,2009,Chevy Corvette Z06,123.377,0.838,103.390,65.634,64.876,64.817,58.560,63.055,64.404
91,25,Matthew Braun,89,,SSR,2,2004,Chevy Corvette Z06,124.566,0.838,104.386,67.846(1),64.859,64.366,60.200,66.431,DNS
95,27,John Hogan,51,[151],SSR,3,2017,Chevy Corvette,124.668,0.838,104.472,65.752,65.145,66.138,59.523,66.583,67.854(1)
101,33,Brian Peters,151,[51],SSR,4,2017,Chevy Corvette GS,124.974,0.838,104.728,64.405,63.847,63.163,61.811,62.926,64.668
119,76,David Green,84,,SSR,5,2008,Chevy Corvette Z06,126.281,0.838,105.823,67.594,65.490,67.773(1),60.791,68.629,73.917
126,91,Sam Strano,141,[41],SSR,6,2017,Chevy Corvette GS,126.683,0.838,106.160,70.662(3),64.335,64.214,62.469,65.801(1),64.602
131,95,Joshua Lipman,98,[198],SSR,7,2007,Porsche 911 GT3,126.798,0.838,106.257,DNF,66.061,66.242,60.737,71.160,64.915
136,107,Josh Luster,192,[92],SSR,8,2009,Chevy Corvette Z06,126.993,0.838,106.420,66.287(1),64.269,66.363(1),62.724,66.383(1),67.654
155,111,James Yom,198,[98],SSR,9,2007,Porsche GT3,127.064,0.838,106.480,68.097(2),66.417(1),65.060,64.182(1),62.647,63.770
167,186,Grant Reeve,157,[57],SSR,10,2003,Corvette Z06,128.319,0.838,107.531,67.410(1),66.434(1),64.543,63.776,64.972,67.232
202,247,Frank Wietharn,63,,SSR,11,2007,Chevy Corvette Z06,129.342,0.838,108.389,69.937(1),67.351,67.882,61.991,68.765(1),67.555
210,284,Michael Snyder,41,[141],SSR,12,2017,Chevy Corvette,129.761,0.838,108.740,68.798(1),66.895,65.812,63.949(1),65.125,67.580(1)
211,286,James Harrison,72,,SSR,13,2004,Chevy Corvette,129.768,0.838,108.746,68.810,67.963,68.469,61.805,67.651,67.663
214,291,Stephanie Reeve,57,[157],SSR,14,2003,Corvette Z06,129.832,0.838,108.799,74.065(2),69.286,68.353,61.479,69.945(1),69.967
217,298,Christian Retterer,26,,SSR,15,2007,Chevy Corvette Z06,129.896,0.838,108.853,72.626(2),68.524,67.809,62.087,67.163,66.374
240,362,Steve Waters,99,,SSR,16,2017,Chevy Corvette,130.711,0.838,109.536,66.414,81.874(3),DNF,64.297(1),65.261,67.994
245,381,Justin Batten,76,[176],SSR,17,2004,Chevy Corvette Z06,130.975,0.838,109.757,66.921,67.046,67.269,64.054(2),65.874,65.555
309,457,Tom DeYoung,85,,SSR,18,2007,Chevy Corvette Z06,132.079,0.838,110.682,71.115(2),68.534(1),70.162(2),63.545(1),66.207,67.610
339,497,David Entz,176,[76],SSR,19,2004,Chevy Corvette Z06,132.725,0.838,111.224,69.511(1),67.375(1),66.898(1),65.827,66.852,70.048
363,524,John Fink,33,,SSR,20,2011,Chevy Corvette GS,133.240,0.838,111.655,70.689,DNF,70.050,63.190,69.043,69.839
383,546,Brian DePietro,177,[77],SSR,21,2009,Chevy Corvette Z06,133.651,0.838,112.000,DNF,67.657,67.366,66.285,68.700(1),70.317(1)
395,555,Mark Valera,93,[193],SSR,22,2003,Chevy Corvette Z06,133.862,0.838,112.176,79.922(2),72.535(1),70.510(1),63.352,DNF,72.548
418,572,Larry Brady,80,,SSR,23,2004,Chevy Corvette Z06,134.290,0.838,112.535,71.182(1),70.427(1),69.608,64.682(1),68.427,68.472
513,655,Rod Derrick,21,,SSR,24,2009,Chevy Corvette Z06,135.866,0.838,113.856,75.140,72.224,70.902,64.964,71.766(1),71.340
514,658,Megan DePietro,77,[177],SSR,25,2009,Chevy Corvette Z06,135.889,0.838,113.875,73.161(2),69.022,67.825,72.789(1),68.064,68.731
